Title,Author,Average rating,Number of Ratings,Year,Book description,Book image,Genre
Michelangelo and the Pope's Ceiling (Paperback),Ross King,3.79,33207,2003,"In 1508, despite strong advice to the contrary, the powerful Pope Julius II commissioned Michelangelo to paint the ceiling of the newly restored Sistine Chapel. With little experience as a painter (though famed for his sculpture ), Michelangelo was reluctant to begin the massive project.  recounts the four extraordinary years MichelaIn 1508, despite strong advice to the contrary, the powerful Pope Julius II commissioned Michelangelo to paint the ceiling of the newly restored Sistine Chapel. With little experience as a painter (though famed for his sculpture ), Michelangelo was reluctant to begin the massive project. Michelangelo and the Pope's Ceiling recounts the four extraordinary years Michelangelo spent laboring over the vast ceiling while the power politics and personal rivalries that abounded in Rome swirled around him. Battling against ill health, financial difficulties, domestic problems, the pope's impatience, and a bitter rivalry with the brilliant young painter Raphael, Michelangelo created scenes so beautiful that they are considered one of the greatest masterpieces of all time. A panorama of illustrious figures converged around the creation of this great work-from the great Dutch scholar Desiderius Erasmus to the young Martin Luther-and Ross King skillfully weaves them through his compelling historical narrative, offering uncommon insight into the intersection of art and history.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348041547l/737957.jpg,"['History', 'Art', 'Nonfiction', 'Biography', 'Cultural', 'Italy', 'Art', 'Art History', 'Historical', 'Religion', 'Architecture', 'History', 'European History']"
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.79,39623,1975,"A loosely formed autobiography by Andy Warhol, told with his trademark blend of irony and detachmentIn —which, with the subtitle ""(From A to B and Back Again),"" is less a memoir than a collection of riffs and reflections—he talks about love, sex, food, beauty, fame, work, money, and success; about New York, America, and his childhood in McKeespA loosely formed autobiography by Andy Warhol, told with his trademark blend of irony and detachmentIn —which, with the subtitle ""(From A to B and Back Again),"" is less a memoir than a collection of riffs and reflections—he talks about love, sex, food, beauty, fame, work, money, and success; about New York, America, and his childhood in McKeesport, Pennsylvania; about his good times and bad in New York, the explosion of his career in the sixties, and his life among celebrities.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423704668l/31818.jpg,"['Art', 'Nonfiction', 'Philosophy', 'Biography', 'Autobiography', 'Memoir', 'Biography', 'Autobiography', 'Art', 'Art History', 'Writing', 'Essays', 'Design', 'Culture', 'Pop Culture']"
The Secret Lives of Color (Hardcover),Kassia St. Clair,4.17,6775,2016," tells the unusual stories of seventy-five fascinating shades, dyes, and hues. From blonde to ginger, the brown that changed the way battles were fought to the white that protected against the plague, Picasso's blue period to the charcoal on the cave walls at Lascaux, acid yellow to kelly green, and from scarlet women to imperial purple, these surp tells the unusual stories of seventy-five fascinating shades, dyes, and hues. From blonde to ginger, the brown that changed the way battles were fought to the white that protected against the plague, Picasso's blue period to the charcoal on the cave walls at Lascaux, acid yellow to kelly green, and from scarlet women to imperial purple, these surprising stories run like a bright thread throughout history.In this book, Kassia St. Clair has turned her lifelong obsession with colors and where they come from (whether Van Gogh's chrome yellow sunflowers or punk's fluorescent pink) into a unique study of human civilization. Across fashion and politics, art and war, the secret lives of color tell the vivid story of our culture.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498826320l/34122206.jpg,"['Nonfiction', 'Art', 'History', 'Science', 'Design', 'Art', 'Art History', 'Reference', 'Writing', 'Essays', 'Historical', 'Art', 'Art Design']"
Van Gogh (Kindle Edition),Steven Naifeh,4.05,22172,2011,"Steven Naifeh and Gregory White Smith galvanized readers with their astonishing Jackson Pollock: An American Saga, winner of the Pulitzer Prize for biography, a book acclaimed for its miraculous research and overwhelming narrative power. Now Naifeh and Smith have written another tour de force—an exquisitely detailed, compellingly readable, and ultimately heartbreaking portSteven Naifeh and Gregory White Smith galvanized readers with their astonishing Jackson Pollock: An American Saga, winner of the Pulitzer Prize for biography, a book acclaimed for its miraculous research and overwhelming narrative power. Now Naifeh and Smith have written another tour de force—an exquisitely detailed, compellingly readable, and ultimately heartbreaking portrait of creative genius Vincent van Gogh.Working with the full cooperation of the Van Gogh Museum in Amsterdam, Naifeh and Smith have accessed a wealth of previously untapped materials. While drawing liberally from the artist’s famously eloquent letters, they have also delved into hundreds of unpublished family correspondences, illuminating with poignancy the wanderings of Van Gogh’s troubled, restless soul. Naifeh and Smith bring a crucial understanding to the larger-than-life mythology of this great artist—his early struggles to find his place in the world; his intense relationship with his brother Theo; his impetus for turning to brush and canvas; and his move to Provence, where in a brief burst of incandescent productivity he painted some of the best-loved works in Western art.The authors also shed new light on many unexplored aspects of Van Gogh’s inner world: his deep immersion in literature and art; his erratic and tumultuous romantic life; and his bouts of depression and mental illness.Though countless books have been written about Van Gogh, and though the broad outlines of his tragedy have long inhabited popular culture, no serious, ambitious examination of his life has been attempted in more than seventy years. Naifeh and Smith have re-created Van Gogh’s life with an astounding vividness and psychological acuity that bring a completely new and sympathetic understanding to this unique artistic genius whose signature images of sunflowers and starry nights have won a permanent place in the human imagination.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531697966l/40819475.jpg,"['Art', 'Biography', 'Nonfiction', 'History', 'Art', 'Art History', 'Biography Memoir', 'Cultural', 'France', 'Autobiography', 'Memoir', 'Historical', 'Unfinished']"
Camera Lucida: Reflections on Photography (Paperback),Roland Barthes,3.99,53232,1980,"A graceful, contemplative volume,  was first published in 1979. Commenting on artists such as Avedon, Clifford, Mapplethorpe, and Nadar, Roland Barthes presents photography as being outside the codes of language or culture, acting on the body as much as on the mind, and rendering death and loss more acutely than any other medium. This groundbreaking approach eA graceful, contemplative volume,  was first published in 1979. Commenting on artists such as Avedon, Clifford, Mapplethorpe, and Nadar, Roland Barthes presents photography as being outside the codes of language or culture, acting on the body as much as on the mind, and rendering death and loss more acutely than any other medium. This groundbreaking approach established  as one of the most important books of theory on this subject, along with Susan Sontag's On Photography.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312018081l/497164.jpg,"['Art', 'Photography', 'Art', 'Philosophy', 'Nonfiction', 'Philosophy', 'Theory', 'Writing', 'Essays', 'Cultural', 'France', 'Art', 'Art History', 'Criticism', 'Academic']"
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism (Paperback),Ross King,3.83,13826,2006,"With a novelist's skill and the insight of an historian, bestselling author Ross King recalls a seminal period when Paris was the artistic center of the world, and the rivalry between Meissonier and Manet.While the Civil War raged in America, another revolution took shape across the Atlantic, in the studios of Paris: The artists who would make Impressionism the most populaWith a novelist's skill and the insight of an historian, bestselling author Ross King recalls a seminal period when Paris was the artistic center of the world, and the rivalry between Meissonier and Manet.While the Civil War raged in America, another revolution took shape across the Atlantic, in the studios of Paris: The artists who would make Impressionism the most popular art form in history were showing their first paintings amidst scorn and derision from the French artistic establishment. Indeed, no artistic movement has ever been quite so controversial. The drama of its birth, played out on canvas and against the backdrop of the Franco-Prussian War and the Commune, would at times resemble a battlefield; and as Ross King reveals, it would reorder both history and culture, and resonate around the world.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441521513l/56912._SY475_.jpg,"['Art', 'History', 'Nonfiction', 'Art', 'Art History', 'Cultural', 'France', 'Biography', 'Audiobook', 'Literature', '19th Century', 'Historical', 'Cultural']"
Faeries (Hardcover),Brian Froud,3.88,57653,1978,"Edited by David Larkin. Two talented artists explore the world of faeries in myths, legends, and folklore.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223151700l/887201.jpg,"['Fantasy', 'Art', 'Fantasy', 'Mythology', 'Fiction', 'Folklore', 'Paranormal', 'Fairies', 'Fantasy', 'Fairy Tales', 'Reference', 'Fairies', 'Fae', 'Science Fiction Fantasy']"
On Ugliness (Hardcover),Umberto Eco,3.85,17950,2007,"In the mold of his acclaimed ""History of Beauty,"" renowned cultural critic Umberto Eco's ""On Ugliness"" is an exploration of the monstrous and the repellant in visual culture and the arts. What is the voyeuristic impulse behind our attraction to the gruesome and the horrible? Where does the magnetic appeal of the sordid and the scandalous come from? Is ugliness also in the In the mold of his acclaimed ""History of Beauty,"" renowned cultural critic Umberto Eco's ""On Ugliness"" is an exploration of the monstrous and the repellant in visual culture and the arts. What is the voyeuristic impulse behind our attraction to the gruesome and the horrible? Where does the magnetic appeal of the sordid and the scandalous come from? Is ugliness also in the eye of the beholder?Eco's encyclopedic knowledge and captivating storytelling skills combine in this ingenious study of the Ugly, revealing that what we often shield ourselves from and shun in everyday life is what we're most attracted to subliminally. Topics range from Milton's Satan to Goethe's Mephistopheles; from witchcraft and medieval torture tactics to martyrs, hermits, and penitents; from lunar births and disemboweled corpses to mythic monsters and sideshow freaks; and from Decadentism and picturesque ugliness to the tacky, kitsch, and camp, and the aesthetics of excess and vice. With abundant examples of painting and sculpture ranging from ancient Greek amphorae to Bosch, Brueghel, and Goya among others, and with quotations from the most celebrated writers and philosophers of each age, this provocative discussion explores in-depth the concepts of evil, depravity, and darkness in art and literature.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320443510l/520738.jpg,"['Art', 'Nonfiction', 'Philosophy', 'History', 'Art', 'Art History', 'Writing', 'Essays', 'European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Reference', 'Philosophy', 'Theory']"
The Dot (Hardcover),Peter H. Reynolds,4.21,28940,2003,"With a simple, witty story and free-spirited illustrations, Peter H. Reynolds entices even the stubbornly uncreative among us to make a mark -- and follow where it takes us.Her teacher smiled. ""Just make a mark and see where it takes you.""Art class is over, but Vashti is sitting glued to her chair in front of a blank piece of paper. The words of her teacher are a gentle inWith a simple, witty story and free-spirited illustrations, Peter H. Reynolds entices even the stubbornly uncreative among us to make a mark -- and follow where it takes us.Her teacher smiled. ""Just make a mark and see where it takes you.""Art class is over, but Vashti is sitting glued to her chair in front of a blank piece of paper. The words of her teacher are a gentle invitation to express herself. But Vashti can't draw - she's no artist. To prove her point, Vashti jabs at a blank sheet of paper to make an unremarkable and angry mark. ""There!"" she says.That one little dot marks the beginning of Vashti's journey of surprise and self-discovery. That special moment is the core of Peter H. Reynolds's delicate fable about the creative spirit in all of us.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363702319l/825377.jpg,"['Childrens', 'Picture Books', 'Art', 'Childrens', 'Fiction', 'Inspirational', 'Realistic Fiction', 'Academic', 'School', 'Psychology', 'Growth Mindset', 'Childrens', 'Storytime', 'Teaching']"
Frida: A Biography of Frida Kahlo (Paperback),Hayden Herrera,3.96,55824,1983,"Hailed by readers and critics across the country, this engrossing biography of Mexican painter Frida Kahlo reveals a woman of extreme magnetism and originality, an artist whose sensual vibrancy came straight from her own experiences: her childhood near Mexico City during the Mexican Revolution; a devastating accident at age eighteen that left her crippled and unable to beaHailed by readers and critics across the country, this engrossing biography of Mexican painter Frida Kahlo reveals a woman of extreme magnetism and originality, an artist whose sensual vibrancy came straight from her own experiences: her childhood near Mexico City during the Mexican Revolution; a devastating accident at age eighteen that left her crippled and unable to bear children; her tempestuous marriage to muralist Diego Rivera and intermittent love affairs with men as diverse as Isamu Noguchi and Leon Trotsky; her association with the Communist Party; her absorption in Mexican folklore and culture; and her dramatic love of spectacle.Here is the tumultuous life of an extraordinary twentieth-century woman -- with illustrations as rich and haunting as her legend.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407108642l/91767.jpg,"['Biography', 'Art', 'Nonfiction', 'History', 'Biography Memoir', 'Feminism', 'Art', 'Art History', 'Autobiography', 'Memoir', 'Womens', 'Historical']"
The Power of Art (Hardcover),Simon Schama,3.90,16791,2006,"""Great art has dreadful manners,"" Simon Schama observes wryly at the start of his epic and explosive exploration of the power, and whole point, of art. ""The hushed reverence of the gallery can fool you into believing masterpieces are polite things; visions that soothe, charm and beguile, but actually they are thugs. Merciless and wily, the greatest paintings grab you in a ""Great art has dreadful manners,"" Simon Schama observes wryly at the start of his epic and explosive exploration of the power, and whole point, of art. ""The hushed reverence of the gallery can fool you into believing masterpieces are polite things; visions that soothe, charm and beguile, but actually they are thugs. Merciless and wily, the greatest paintings grab you in a headlock, rough up your composure, and then proceed in short order to re-arrange your sense of reality. . . .""With the same disarming force, The Power of Art propels us on an eye-opening, breathtaking odyssey, zooming in on eight extraordinary masterpieces, from Caravaggio's David and Goliath to Picasso's Guernica. Jolting us far from the comfort zone of the hushed art gallery, Schama closes in on intense make-or-break turning points in the lives of eight great artists who, under extreme stress, created something unprecedented, altering the course of art forever.The embattled heroes—Caravaggio, Bernini, Rembrandt, David, Turner, Van Gogh, Picasso and Rothko—each in his own resolute way, faced crisis with steadfast defiance, pitting passion and conviction against scorn and short-sightedness. The masterpieces they created challenged convention, shattered complacency, shifted awareness and changed the way we look at the world.With vivid storytelling and powerfully evocative descriptive passages, Schama explores the dynamic personalities of the artists and the spirit of the times they lived through, capturing the flamboyant theatre of bourgeois life in Amsterdam, the passion and paranoia of Revolutionary Paris, and the carnage and pathos of Civil War Spain.Most compelling of all, The Power of Art traces the extraordinary evolution of eight ""eye-popping"" world-class works of art. Created in a bolt of illumination, such works ""tell us something about how the world is, how it is to be inside our skins, that no more prosaic source of wisdom can deliver. And when they do that, they answer, irrefutably and majestically, the nagging question of every reluctant art-conscript . . . 'OK, OK, but what's art really for?'""",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316815l/19797.jpg,"['Art', 'Nonfiction', 'History', 'Art', 'Art History', 'Philosophy', 'Design', 'Biography', 'Art', 'Art Design', 'Reference', 'Cultural']"
Griffin and Sabine (Griffin & Sabine #1),Nick Bantock,4.01,56603,1991,"It all started with a mysterious and seemingly innocent postcard, but from that point nothing was to remain the same in the life of Griffin Moss, a quiet, solitary artist living in London. His logical, methodical world was suddenly turned upside down by a strangely exotic woman living on a tropical island thousands of miles away. Who is Sabine? How can she ""see"" what GriffIt all started with a mysterious and seemingly innocent postcard, but from that point nothing was to remain the same in the life of Griffin Moss, a quiet, solitary artist living in London. His logical, methodical world was suddenly turned upside down by a strangely exotic woman living on a tropical island thousands of miles away. Who is Sabine? How can she ""see"" what Griffin is painting when they have never met? Is she a long-lost twin? A clairvoyant? Or a malevolent angel? Are we witnessing the flowering of a magical relationship or a descent into madness?This stunning visual novel unfolds in a series of postcards and letters, all brilliantly illustrated with whimsical designs, bizarre creatures, and darkly imagined landscapes. Inside the book, Griffin and Sabine's letters are to be found nestling in their envelopes, permitting the reader to examine the intimate correspondence of these inexplicably linked strangers. This truly innovative novel combines a strangely fascinating story with lush artwork in an altogether original format.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356716196l/381102.jpg,"['Fiction', 'Art', 'Fantasy', 'Romance', 'Sequential Art', 'Graphic Novels', 'Mystery', 'Adult Fiction', 'Magical Realism', 'Adult', 'Contemporary']"
PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,3.98,91672,2005,"New York Times BestsellerThe project that captured a nation's imagination.The instructions were simple, but the results were extraordinary.You are invited to anonymously contribute a secret to a group art project. Your secret can be a regret, fear, betrayal, desire, confession, or childhood humiliation. Reveal anything -- as long as it is true and you have never shared it New York Times BestsellerThe project that captured a nation's imagination.The instructions were simple, but the results were extraordinary.You are invited to anonymously contribute a secret to a group art project. Your secret can be a regret, fear, betrayal, desire, confession, or childhood humiliation. Reveal anything -- as long as it is true and you have never shared it with anyone before. Be brief. Be legible. Be creative.It all began with an idea Frank Warren had for a community art project. He began handing out postcards to strangers and leaving them in public places -- asking people to write down a secret they had never told anyone and mail it to him, anonymously.The response was overwhelming. The secrets were both provocative and profound, and the cards themselves were works of art -- carefully and creatively constructed by hand. Addictively compelling, the cards reveal our deepest fears, desires, regrets, and obsessions. Frank calls them ""graphic haiku,"" beautiful, elegant, and small in structure but powerfully emotional.As Frank began posting the cards on his website, PostSecret took on a life of its own, becoming much more than a simple art project. It has grown into a global phenomenon, exposing our individual aspirations, fantasies, and frailties -- our common humanity.Every day dozens of postcards still make their way to Frank, with postmarks from around the world, touching on every aspect of human experience. This extraordinary collection brings together the most powerful, personal, and beautifully intimate secrets Frank Warren has received -- and brilliantly illuminates that human emotions can be unique and universal at the same time.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440869881l/87640._SX318_.jpg,"['Nonfiction', 'Art', 'Humor', 'Autobiography', 'Memoir', 'Psychology', 'Adult', 'Biography', 'Self Help', 'Sociology', 'Inspirational']"
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture (Paperback),Ross King,3.88,24525,2000,"Brunelleschi's Dome is the story of how a Renaissance man bent men, materials, and the very forces of nature to build an architectural wonder. Not a master mason or carpenter, Filippo Brunelleschi was a goldsmith and clock maker. Over twenty-eight years, he would dedicate himself to solving puzzles of the dome's construction. In the process, he did nothing less than reinveBrunelleschi's Dome is the story of how a Renaissance man bent men, materials, and the very forces of nature to build an architectural wonder. Not a master mason or carpenter, Filippo Brunelleschi was a goldsmith and clock maker. Over twenty-eight years, he would dedicate himself to solving puzzles of the dome's construction. In the process, he did nothing less than reinvent the field of architecture. He engineered the perfect placement of brick and stone (some among the most renowned machines of the Renaissance) to carry an estimated seventy million pounds hundreds of feet into the air, and designed the workers' platforms and routines so carefully that only one man died during the decades of construction. This drama was played out amid plagues, wars, political feuds, and the intellectual ferments of Renaissance Florence - events Ross King weaves into a story to great effect. An American Library Association Best Book of the Year Boston Globe: ""An absorbing tale."" Los Angeles Times: ""Ross King has a knack for explaining complicated processes in a manner that is not only lucid but downright intriguing... Fascinating.""",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309288056l/148821.jpg,"['History', 'Nonfiction', 'Art', 'Architecture', 'Cultural', 'Italy', 'Biography', 'Art', 'Art History', 'Historical', 'Science', 'History', 'European History']"
Art Matters (Kindle Edition),Neil Gaiman,4.28,12606,2018,"A stunning and timely creative call-to-arms combining four extraordinary written pieces by Neil Gaiman.""The world always seems brighter when you've just made something that wasn't there before"". (Neil Gaiman)Drawn from Gaiman's trove of published speeches, poems and creative manifestos, 'ART MATTERS' is an embodiment of this remarkable multimedia artist's vision - an exploA stunning and timely creative call-to-arms combining four extraordinary written pieces by Neil Gaiman.""The world always seems brighter when you've just made something that wasn't there before"". (Neil Gaiman)Drawn from Gaiman's trove of published speeches, poems and creative manifestos, 'ART MATTERS' is an embodiment of this remarkable multimedia artist's vision - an exploration of how reading, imagining, and creating can transform the world and our lives. 'ART MATTERS' brings together four of Gaiman's most beloved writings on creativity and artistry:❖1❖""CREDO"", his remarkably concise and relevant manifesto on free expression, first delivered in the wake of the Charlie Hebdo shootings❖2❖""MAKE GOOD ART"", his famous 2012 commencement address delivered at the Philadelphia University of the Arts❖3❖""MAKING A CHAIR"", a poem about the joys of creating something, even when the words won't come❖4❖""ON LIBRARIES"", an impassioned argument for libraries that illuminates their importance to our future and celebrates how they foster readers and daydreamers.'ART MATTERS' is a stirring testament to the freedom of ideas that inspire us to make art in the face of adversity and dares us to choose to be bold.RUNNING TIME ⇰ 49mins.©2018 Neil Gaiman (P)2018 HarperCollins Publishers",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532024623l/40090596._SY475_.jpg,"['Nonfiction', 'Art', 'Language', 'Writing', 'Writing', 'Essays', 'Sequential Art', 'Graphic Novels', 'Audiobook', 'Self Help', 'Writing', 'Books About Books', 'Philosophy', 'Short Stories']"
The Lonely City: Adventures in the Art of Being Alone (Hardcover),Olivia Laing,3.89,20667,2016,"What does it mean to be lonely? How do we live, if we're not intimately engaged with another human being? How do we connect with other people? Does technology draw us closer together or trap us behind screens?When Olivia Laing moved to New York City in her mid-thirties, she found herself inhabiting loneliness on a daily basis. Increasingly fascinated by this most shameful What does it mean to be lonely? How do we live, if we're not intimately engaged with another human being? How do we connect with other people? Does technology draw us closer together or trap us behind screens?When Olivia Laing moved to New York City in her mid-thirties, she found herself inhabiting loneliness on a daily basis. Increasingly fascinated by this most shameful of experiences, she began to explore the lonely city by way of art. Moving fluidly between works and lives -- from Edward Hopper's  to Andy Warhol's , from Henry Darger's hoarding to the depredations of the AIDS crisis -- Laing conducts an electric, dazzling investigation into what it means to be alone, illuminating not only the causes of loneliness but also how it might be resisted and redeemed.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450039964l/25667449.jpg,"['Nonfiction', 'Autobiography', 'Memoir', 'Art', 'Biography', 'Psychology', 'Writing', 'Essays', 'New York', 'Biography Memoir', 'History', 'Travel']"
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History (Hardcover)",Robert M. Edsel,3.76,49304,2009,"At the same time Adolf Hitler was attempting to take over the western world, his armies were methodically seeking and hoarding the finest art treasures in Europe. The Fuehrer had begun cataloguing the art he planned to collect as well as the art he would destroy: ""degenerate"" works he despised.In a race against time, behind enemy lines, often unarmed, a special force of AmAt the same time Adolf Hitler was attempting to take over the western world, his armies were methodically seeking and hoarding the finest art treasures in Europe. The Fuehrer had begun cataloguing the art he planned to collect as well as the art he would destroy: ""degenerate"" works he despised.In a race against time, behind enemy lines, often unarmed, a special force of American and British museum directors, curators, art historians, and others, called the Momuments Men, risked their lives scouring Europe to prevent the destruction of thousands of years of culture.Focusing on the eleven-month period between D-Day and V-E Day, this fascinating account follows six Monuments Men and their impossible mission to save the world's great art from the Nazis.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344270659l/6514074.jpg,"['History', 'Nonfiction', 'Art', 'War', 'World War II', 'War', 'Historical', 'Biography', 'Audiobook', 'War', 'Military Fiction', 'Art', 'Art History']"
Gustav Klimt: 1862-1918 (Paperback),Gilles Néret,4.16,21068,1992,"Cult of pleasure: Feminine sensuality by the Vienna Secession's greatest proponentGustav Klimt's ornate, sensual, and decadent style made him not only the most prominent of the Vienna Secessionists but one of the best loved artists of all time. In his own time, Kilmt (1862-1918) was a highly successful painter, draftsman, muralist, and graphic artist; in the intervening yeCult of pleasure: Feminine sensuality by the Vienna Secession's greatest proponentGustav Klimt's ornate, sensual, and decadent style made him not only the most prominent of the Vienna Secessionists but one of the best loved artists of all time. In his own time, Kilmt (1862-1918) was a highly successful painter, draftsman, muralist, and graphic artist; in the intervening years, iconic works such as The Kiss have been elevated to nothing less than cult status. Klimt's unfading popularity attests to the appeal of not only his aesthetic sensibilities but also that of the recurrent universal themes in his work: love, feminine beauty, aging, and death. He once wrote, ""I am a painter who paints day after day from morning to night...Who ever wants to know something about me...ought to look carefully at my pictures."" With this overview of Klimt's work, readers will delight in taking up that challenge.About the Series:  Each book in TASCHEN's Basic Art series features:a detailed chronological summary of the life and oeuvre of the artist, covering his or her cultural and historical importance a concise biography approximately 100 illustrations with explanatory captions",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393794080l/103902.jpg,"['Art', 'Nonfiction', 'Biography', 'Art', 'Art History', 'History', 'Reference', 'Art', 'Visual Art', 'Art and Photography', 'Design', 'Art', 'Art Design']"
The Creative Habit: Learn It and Use It for Life (Paperback),Twyla Tharp,4.04,32354,2003,"Creativity is not a gift from the gods, says Twyla Tharp, bestowed by some divine and mystical spark. It is the product of preparation and effort, and it's within reach of everyone who wants to achieve it. All it takes is the willingness to make creativity a habit, an integral part of your life:  In Creativity is not a gift from the gods, says Twyla Tharp, bestowed by some divine and mystical spark. It is the product of preparation and effort, and it's within reach of everyone who wants to achieve it. All it takes is the willingness to make creativity a habit, an integral part of your life:  In The Creative Habit, Tharp takes the lessons she has learned in her remarkable thirty-five-year career and shares them with you, whatever creative impulses you follow -- whether you are a painter, composer, writer, director, choreographer, or, for that matter, a businessperson working on a deal, a chef developing a new dish, a mother wanting her child to see the world anew.  When Tharp is at a creative dead end, she relies on a lifetime of exercises to help her get out of the rut, and The Creative Habit contains more than thirty of them to ease the fears of anyone facing a blank beginning and to open the mind to new possibilities.  Tharp's exercises are practical and immediately doable -- for the novice or expert. In ""Where's Your Pencil?"" she reminds us to observe the world -- and get it down on paper. In ""Coins and Chaos,"" she provides the simplest of mental games to restore order and peace. In ""Do a Verb,"" she turns your mind and body into coworkers. In ""Build a Bridge to the Next Day,"" she shows how to clean your cluttered mind overnight.  To Tharp, sustained creativity begins with rituals, self-knowledge, harnessing your memories, and organizing your materials (so no insight is ever lost). Along the way she leads you by the hand through the painful first steps of scratching for ideas, finding the spine of your work, and getting out of ruts into productive grooves. In her creative realm, optimism rules. An empty room, a bare desk, a blank canvas can be energizing, not demoralizing. And in this inventive, encouraging book, Twyla Tharp shows us how to take a deep breath and begin!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477230182l/254799._SX318_.jpg,"['Nonfiction', 'Art', 'Self Help', 'Language', 'Writing', 'Business', 'Design', 'Self Help', 'Personal Development', 'Psychology', 'Productivity', 'Autobiography', 'Memoir']"
Art and Illusion: A Study in the Psychology of Pictorial Representation (Paperback),E.H. Gombrich,4.03,5332,1960,"Described by Kenneth Clark as 'one of the most brilliant books of art criticism that I have ever read',  is a classic study of image-making. It seeks to answer a simple question: why is there such a thing as style? The question may be simple but there is no easy answer, and Professor Gombrich's brilliant and wide-ranging exploration of the history and psychDescribed by Kenneth Clark as 'one of the most brilliant books of art criticism that I have ever read',  is a classic study of image-making. It seeks to answer a simple question: why is there such a thing as style? The question may be simple but there is no easy answer, and Professor Gombrich's brilliant and wide-ranging exploration of the history and psychology of pictorial representation leads him into countless crucial areas. Gombrich examines, questions and re-evaluates old and new ideas on such matters as the imitation of nature, the function of tradition, the problem of abstraction, the validity of perspective and the interpretation of expression: all of which reveal that pictorial representation is far from being a straightforward matter. First published more than 40 years ago, Art and Illusion has lost none of its vitality and importance. In applying the findings of experimental science to a nuanced understanding of art and in tackling complex ideas and theoretical issues, Gombrich is rigorous.Yet he always retains a sense of wonder at the inexhaustible capacity of the human brain, and at the subtlety of the relationships involved in seeing the world and in making and seeing art. With profound knowledge and his exceptional gift for clear exposition, he advances each argument as an hypothesis to be tested. The problems of representation are forever fundamental to the history of art: Art and Illusion remains an essential text for anyone interested in understanding the complexities of art. For the sixth edition Professor Gombrich has written an entirely new 12-page preface, in which he makes use of the distinction between an image and a sign, so as to clarify his intentions in writing the book in the first place.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170591155l/61506.jpg,"['Art', 'Nonfiction', 'Psychology', 'Art', 'Art History', 'Philosophy', 'History', 'Science', 'Art', 'Art Design', 'Reference', 'Art', 'Photography']"
Big Magic: Creative Living Beyond Fear (Hardcover),Elizabeth Gilbert,3.93,174434,2015,"Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Gilbert offers insights into the mysterious nature of inspiration. She asks us to embrace our curiosity and let go of needless suffering. She shows us how to tackle what we most love, and how to face down what we most fear. She discusses the attitudes, appReaders of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Gilbert offers insights into the mysterious nature of inspiration. She asks us to embrace our curiosity and let go of needless suffering. She shows us how to tackle what we most love, and how to face down what we most fear. She discusses the attitudes, approaches, and habits we need in order to live our most creative lives. Balancing between soulful spirituality and cheerful pragmatism, Gilbert encourages us to uncover the “strange jewels” that are hidden within each of us. Whether we are looking to write a book, make art, find new ways to address challenges in our work, embark on a dream long deferred, or simply infuse our everyday lives with more mindfulness and passion,  cracks open a world of wonder and joy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446242l/24453082.jpg,"['Nonfiction', 'Self Help', 'Language', 'Writing', 'Audiobook', 'Self Help', 'Personal Development', 'Art', 'Psychology', 'Autobiography', 'Memoir', 'Inspirational', 'Business']"
